"Date","Price","Open","High","Low","Vol.","Change %"
"02/22/2023","5,071.41","5,163.29","5,174.91","5,047.46","3.00B","-1.51%"
"02/23/2023","5,086.20","5,057.43","5,117.76","5,044.19","3.09B","0.29%"
"02/24/2023","5,058.75","5,088.48","5,114.49","5,054.18","3.67B","-0.54%"
"02/27/2023","5,197.44","5,076.41","5,204.09","4,980.06","3.78B","2.74%"
"02/28/2023","5,237.33","5,229.30","5,265.69","5,180.25","3.65B","0.77%"
"03/01/2023","5,322.65","5,258.74","5,350.71","5,253.89","3.39B","1.63%"
"03/02/2023","5,261.41","5,319.22","5,352.08","5,256.81","3.64B","-1.15%"
"03/03/2023","5,212.38","5,244.71","5,298.39","5,054.44","3.75B","-0.93%"
"03/06/2023","5,392.31","5,244.17","5,428.34","5,221.93","4.32B","3.45%"
"03/07/2023","5,381.90","5,438.61","5,497.81","5,377.36","4.19B","-0.19%"
"03/08/2023","5,438.38","5,378.88","5,442.24","5,341.18","4.28B","1.05%"
"03/09/2023","5,446.22","5,457.89","5,503.09","5,431.57","4.64B","0.14%"
"03/10/2023","5,384.56","5,396.68","5,453.85","5,375.90","3.77B","-1.13%"
"03/13/2023","5,323.19","5,414.87","5,429.33","5,283.02","3.35B","-1.14%"
"03/14/2023","5,207.32","5,331.39","5,347.89","5,207.32","3.22B","-2.18%"
"03/15/2023","5,121.57","5,224.40","5,239.45","5,065.31","3.41B","-1.65%"
"03/16/2023","5,229.58","5,155.49","5,230.70","5,129.83","2.41B","2.11%"
"03/17/2023","5,136.44","5,277.70","5,291.94","5,136.44","2.93B","-1.78%"
"03/20/2023","4,975.47","5,119.58","5,137.07","4,971.10","2.83B","-3.13%"
"03/21/2023","4,906.63","4,986.26","5,019.89","4,890.44","2.72B","-1.38%"
"03/22/2023","5,001.06","4,931.72","5,001.06","4,890.90","2.31B","1.92%"
"03/23/2023","5,061.99","4,997.21","5,061.99","4,983.70","2.35B","1.22%"
"03/24/2023","5,031.98","5,078.56","5,117.37","5,000.23","2.10B","-0.59%"
"03/27/2023","4,997.80","5,064.79","5,074.03","4,997.80","1.99B","-0.68%"
"03/28/2023","4,811.45","5,003.68","5,004.99","4,811.45","2.30B","-3.73%"
"03/29/2023","4,943.18","4,803.11","4,945.96","4,752.91","2.40B","2.74%"
"03/30/2023","4,896.07","4,926.41","5,000.21","4,880.77","2.60B","-0.95%"
"03/31/2023","4,812.93","4,876.23","4,881.75","4,790.68","2.58B","-1.70%"
"04/03/2023","4,839.46","4,806.40","4,851.69","4,680.46","2.50B","0.55%"
"04/04/2023","4,984.11","4,842.42","4,988.55","4,830.55","2.27B","2.99%"
"04/05/2023","4,919.87","4,997.01","5,028.81","4,919.87","2.21B","-1.29%"
"04/06/2023","4,912.81","4,920.26","4,970.32","4,890.55","1.67B","-0.14%"
"04/07/2023","4,924.64","4,921.33","4,955.45","4,899.46","1.78B","0.24%"
"04/10/2023","5,092.31","4,956.02","5,102.42","4,956.02","2.46B","3.40%"
"04/11/2023","5,124.25","5,110.78","5,143.53","5,082.05","3.05B","0.63%"
"04/12/2023","5,146.11","5,128.03","5,198.39","5,121.09","2.90B","0.43%"
"04/13/2023","5,135.55","5,164.86","5,195.50","5,131.93","2.60B","-0.21%"
"04/14/2023","5,092.88","5,143.38","5,176.58","5,092.88","2.07B","-0.83%"
"04/17/2023","5,059.35","5,112.01","5,138.08","5,057.48","1.91B","-0.66%"
"04/18/2023","5,018.70","5,076.16","5,105.06","5,011.89","1.92B","-0.80%"
"04/19/2023","5,061.22","5,026.36","5,093.06","4,975.48","2.12B","0.85%"
"04/20/2023","5,012.34","5,037.42","5,037.46","4,997.53","1.05B","-0.97%"
"04/24/2023","5,022.79","5,022.51","5,076.41","5,010.25","1.68B","0.21%"
"04/25/2023","4,891.01","5,034.07","5,042.08","4,881.03","2.03B","-2.62%"
"04/26/2023","4,783.50","4,885.94","4,901.39","4,749.11","1.92B","-2.20%"
"04/27/2023","4,789.63","4,777.51","4,831.42","4,750.50","1.90B","0.13%"
"04/28/2023","4,617.93","4,799.51","4,808.50","4,578.14","1.77B","-3.58%"
"05/02/2023","4,506.24","4,628.36","4,660.31","4,499.01","1.76B","-2.42%"
"05/03/2023","4,485.97","4,517.38","4,534.53","4,311.41","2.06B","-0.45%"
"05/04/2023","4,484.35","4,470.23","4,577.73","4,447.53","1.73B","-0.04%"
"05/05/2023","4,400.76","4,481.40","4,496.09","4,378.29","1.42B","-1.86%"
"05/08/2023","4,561.94","4,433.26","4,577.73","4,374.14","2.27B","3.66%"
"05/09/2023","4,536.20","4,547.21","4,622.07","4,513.31","2.91B","-0.56%"
"05/10/2023","4,494.48","4,544.48","4,554.94","4,485.83","2.31B","-0.92%"
"05/11/2023","4,848.01","4,492.19","4,871.83","4,492.19","4.35B","7.87%"
"05/12/2023","4,795.61","4,897.32","4,982.86","4,758.14","3.66B","-1.08%"
"05/15/2023","4,501.21","4,489.58","4,700.01","4,475.45","2.38B","-6.14%"
"05/16/2023","4,589.71","4,405.99","4,589.71","4,405.99","4.03B","1.97%"
"05/17/2023","4,661.68","4,605.61","4,680.86","4,599.79","2.91B","1.57%"
"05/18/2023","4,501.73","4,681.71","4,699.95","4,489.06","2.64B","-3.43%"
"05/22/2023","4,466.19","4,532.60","4,556.78","4,415.66","2.32B","-0.79%"
"05/23/2023","4,470.97","4,467.34","4,499.32","4,436.49","1.93B","0.11%"
"05/24/2023","4,424.92","4,476.91","4,524.13","4,416.18","1.93B","-1.03%"
"05/25/2023","4,427.99","4,440.36","4,471.46","4,404.09","1.81B","0.07%"
"05/26/2023","4,580.67","4,442.24","4,605.29","4,436.91","2.58B","3.45%"
"05/29/2023","4,768.56","4,696.17","4,799.98","4,622.26","3.19B","4.10%"
"05/30/2023","4,951.35","4,840.44","4,972.76","4,830.78","4.37B","3.83%"
"05/31/2023","4,886.91","4,956.26","4,982.45","4,867.95","3.95B","-1.30%"
"06/01/2023","4,959.80","4,928.63","5,007.07","4,928.63","2.60B","1.49%"
"06/02/2023","5,114.97","5,102.56","5,146.70","5,051.35","3.86B","3.13%"
"06/05/2023","5,372.66","5,233.23","5,374.58","5,204.48","3.99B","5.04%"
"06/06/2023","5,388.80","5,372.37","5,439.89","5,314.51","3.47B","0.30%"
"06/07/2023","5,561.18","5,515.87","5,608.84","5,515.87","5.14B","3.20%"
"06/08/2023","5,554.00","5,549.81","5,593.59","5,458.76","3.58B","-0.13%"
"06/09/2023","5,626.49","5,603.48","5,639.23","5,535.01","3.37B","1.31%"
"06/12/2023","5,588.98","5,673.76","5,730.19","5,588.98","3.34B","-0.67%"
"06/13/2023","5,429.05","5,568.10","5,595.19","5,392.80","3.28B","-2.86%"
"06/14/2023","5,360.77","5,437.14","5,490.89","5,322.01","3.56B","-1.26%"
"06/15/2023","5,495.48","5,397.75","5,495.48","5,378.25","2.79B","2.51%"
"06/16/2023","5,475.48","5,518.51","5,566.11","5,467.01","2.96B","-0.36%"
"06/19/2023","5,269.31","5,485.47","5,485.47","5,269.08","2.64B","-3.77%"
"06/20/2023","5,251.61","5,265.04","5,315.50","5,200.33","2.77B","-0.34%"
"06/21/2023","5,186.83","5,280.54","5,329.36","5,169.60","2.28B","-1.23%"
"06/22/2023","5,428.26","5,200.23","5,434.61","5,152.81","3.80B","4.65%"
"06/23/2023","5,582.75","5,509.76","5,593.99","5,478.93","3.40B","2.85%"
"06/26/2023","5,732.86","5,644.33","5,749.66","5,632.06","2.82B","2.69%"
"06/27/2023","5,759.11","5,725.06","5,766.58","5,692.86","1.23B","0.46%"
"07/03/2023","6,015.29","5,867.23","6,018.29","5,867.23","3.73B","4.45%"
"07/04/2023","6,003.90","6,049.69","6,076.72","5,980.08","4.77B","-0.19%"
"07/05/2023","6,106.76","6,026.12","6,121.60","5,889.87","4.05B","1.71%"
"07/06/2023","6,141.14","6,135.31","6,207.85","6,124.23","4.11B","0.56%"
"07/07/2023","6,187.09","6,139.81","6,223.26","6,117.06","3.66B","0.75%"
"07/10/2023","6,270.41","6,264.34","6,290.34","6,228.19","4.12B","1.35%"
"07/11/2023","6,362.93","6,371.22","6,386.84","6,234.51","5.50B","1.48%"
"07/12/2023","6,342.05","6,360.70","6,410.61","6,287.37","5.76B","-0.33%"
"07/13/2023","6,368.35","6,354.92","6,436.83","6,315.43","5.23B","0.41%"
"07/14/2023","6,437.74","6,415.52","6,446.01","6,353.91","3.42B","1.09%"
"07/17/2023","6,600.46","6,501.80","6,603.98","6,476.61","4.37B","2.53%"
"07/18/2023","6,365.00","6,636.70","6,662.17","6,362.68","5.16B","-3.57%"
"07/19/2023","6,571.28","6,370.27","6,572.33","6,299.57","4.21B","3.24%"
"07/20/2023","6,682.11","6,633.44","6,700.36","6,518.85","5.59B","1.69%"
"07/21/2023","6,687.78","6,688.10","6,724.42","6,617.69","4.73B","0.08%"
"07/24/2023","6,695.14","6,730.03","6,807.95","6,626.30","5.18B","0.11%"
"07/25/2023","6,605.04","6,721.45","6,724.52","6,538.29","4.85B","-1.35%"
"07/26/2023","6,743.86","6,606.21","6,744.37","6,583.47","4.65B","2.10%"
"07/27/2023","6,856.11","6,799.44","6,856.11","6,766.32","5.26B","1.66%"
"07/28/2023","7,067.28","6,925.41","7,096.99","6,912.00","6.45B","3.08%"
"07/31/2023","7,216.96","7,143.14","7,256.61","7,117.09","6.52B","2.12%"
"08/01/2023","7,168.51","7,209.59","7,296.57","7,113.31","5.81B","-0.67%"
"08/02/2023","7,258.54","7,180.08","7,336.11","7,174.64","5.35B","1.26%"
"08/03/2023","7,221.51","7,296.00","7,365.61","7,200.81","5.12B","-0.51%"
"08/04/2023","7,400.57","7,256.57","7,427.10","7,205.35","4.30B","2.48%"
"08/07/2023","7,470.10","7,434.53","7,493.87","7,399.02","3.82B","0.94%"
"08/08/2023","7,412.20","7,495.65","7,504.38","7,359.49","4.51B","-0.78%"
"08/09/2023","7,600.65","7,423.11","7,644.59","7,367.03","5.89B","2.54%"
"08/10/2023","7,441.50","7,652.36","7,766.12","7,398.48","7.27B","-2.09%"
"08/11/2023","7,714.38","7,453.42","7,720.97","7,397.63","5.21B","3.67%"
"08/14/2023","7,737.38","7,795.01","7,868.74","7,681.27","5.48B","0.30%"
"08/15/2023","7,690.75","7,763.70","7,794.94","7,550.30","4.98B","-0.60%"
"08/16/2023","7,662.26","7,685.25","7,734.41","7,588.91","5.20B","-0.37%"
"08/17/2023","7,764.47","7,675.06","7,798.61","7,633.13","4.73B","1.33%"
"08/18/2023","7,513.29","7,803.71","7,815.83","7,424.04","4.98B","-3.23%"
"08/21/2023","7,796.65","7,446.35","7,820.08","7,411.52","5.51B","3.77%"
"08/22/2023","7,771.30","7,856.15","7,902.95","7,691.26","5.03B","-0.33%"
"08/23/2023","7,602.24","7,820.40","7,831.97","7,602.24","5.85B","-2.18%"
"08/24/2023","7,491.94","7,648.30","7,872.81","7,476.31","8.17B","-1.45%"
"08/25/2023","7,716.67","7,545.17","7,747.64","7,407.94","4.83B","3.00%"
"08/28/2023","7,941.73","7,837.07","8,008.78","7,837.07","5.49B","2.92%"
"08/29/2023","7,907.13","7,963.44","8,013.52","7,865.58","4.69B","-0.44%"
"08/31/2023","7,917.93","7,964.48","8,005.82","7,880.56","4.42B","0.14%"
"09/01/2023","8,056.12","7,966.65","8,060.92","7,930.09","4.23B","1.75%"
"09/04/2023","8,141.33","8,141.33","8,238.89","8,126.01","5.21B","1.06%"
"09/05/2023","8,236.14","8,161.14","8,236.14","8,090.21","5.55B","1.16%"
"09/06/2023","8,181.67","8,291.55","8,298.54","8,127.88","5.98B","-0.66%"
"09/07/2023","8,337.67","8,218.47","8,358.03","8,218.47","5.10B","1.91%"
"09/08/2023","8,325.30","8,371.33","8,398.44","8,295.67","4.86B","-0.15%"
"09/11/2023","8,146.49","8,385.55","8,403.81","8,127.07","5.40B","-2.15%"
"09/12/2023","8,159.90","8,174.99","8,276.17","8,081.34","4.73B","0.16%"
"09/13/2023","8,013.89","8,184.04","8,235.96","7,977.69","4.57B","-1.79%"
"09/14/2023","8,118.75","8,035.70","8,118.75","7,797.06","4.40B","1.31%"
"09/15/2023","7,961.98","8,128.49","8,139.34","7,961.98","4.24B","-1.93%"
"09/18/2023","7,680.36","7,952.42","7,952.42","7,678.83","3.61B","-3.54%"
"09/19/2023","7,784.01","7,696.77","7,804.05","7,644.68","3.50B","1.35%"
"09/20/2023","7,719.82","7,834.91","7,897.82","7,706.40","3.83B","-0.82%"
"09/21/2023","8,000.46","7,714.90","8,000.46","7,663.90","4.39B","3.64%"
"09/22/2023","8,039.18","8,035.05","8,094.03","7,981.23","4.19B","0.48%"
"09/25/2023","8,304.83","8,105.36","8,311.16","8,096.95","4.86B","3.30%"
"09/26/2023","8,242.26","8,368.51","8,389.68","8,240.83","5.97B","-0.75%"
"09/27/2023","8,213.76","8,275.14","8,298.65","8,170.89","4.43B","-0.35%"
"09/28/2023","8,218.74","8,235.79","8,288.48","8,187.96","4.13B","0.06%"
"09/29/2023","8,334.94","8,239.09","8,379.44","8,239.09","4.68B","1.41%"
"10/02/2023","8,486.96","8,374.60","8,511.61","8,367.26","4.98B","1.82%"
"10/03/2023","8,513.54","8,547.39","8,562.70","8,462.03","4.89B","0.31%"
"10/04/2023","8,333.14","8,523.74","8,533.49","8,329.02","5.14B","-2.12%"
"10/05/2023","8,487.98","8,386.33","8,496.42","8,179.93","5.89B","1.86%"
"10/06/2023","8,464.93","8,410.25","8,516.77","8,397.55","4.54B","-0.27%"
"10/09/2023","8,193.44","8,300.69","8,383.53","8,193.44","4.37B","-3.21%"
"10/10/2023","8,442.79","8,304.81","8,450.83","8,304.81","4.40B","3.04%"
"10/11/2023","8,330.64","8,482.37","8,518.86","8,315.70","4.04B","-1.33%"
"10/12/2023","8,259.27","8,440.54","8,471.11","8,054.64","4.83B","-0.86%"
"10/13/2023","8,113.30","8,242.29","8,242.29","8,071.51","3.28B","-1.77%"
"10/16/2023","7,934.56","8,228.49","8,252.32","7,926.64","3.52B","-2.20%"
"10/17/2023","8,115.01","7,962.60","8,115.01","7,908.13","3.28B","2.27%"
"10/18/2023","7,842.66","7,964.63","8,015.26","7,836.99","2.92B","-3.36%"
"10/19/2023","7,769.03","7,868.00","7,971.39","7,728.43","3.09B","-0.94%"
"10/20/2023","7,510.68","7,691.02","7,711.16","7,446.97","3.24B","-3.33%"
"10/23/2023","7,750.39","7,649.39","7,794.54","7,520.13","3.19B","3.19%"
"10/24/2023","7,990.42","7,797.07","8,014.81","7,765.50","4.00B","3.10%"
"10/25/2023","7,424.97","8,035.83","8,084.44","7,424.97","3.57B","-7.08%"
"10/26/2023","7,662.05","7,516.50","7,741.33","7,384.45","4.03B","3.19%"
"10/27/2023","7,706.41","7,671.85","7,740.52","7,500.54","2.89B","0.58%"
"10/30/2023","7,712.85","7,688.39","7,786.37","7,660.85","2.70B","0.08%"
"10/31/2023","7,514.10","7,749.33","7,775.13","7,496.37","2.30B","-2.58%"
"11/01/2023","7,528.57","7,568.86","7,597.82","7,297.00","2.70B","0.19%"
"11/02/2023","7,663.62","7,585.21","7,701.13","7,577.48","2.44B","1.79%"
"11/03/2023","7,705.99","7,673.65","7,721.18","7,581.57","2.41B","0.55%"
"11/06/2023","7,868.02","7,792.84","7,900.45","7,788.61","2.26B","2.10%"
"11/07/2023","7,844.80","7,874.18","7,919.25","7,818.63","2.26B","-0.30%"
"11/08/2023","7,860.88","7,912.44","7,942.82","7,821.49","2.40B","0.20%"
"11/09/2023","7,841.46","7,801.29","7,885.74","7,738.66","2.57B","-0.25%"
"11/10/2023","7,771.34","7,838.33","7,855.24","7,765.38","2.33B","-0.89%"
"11/13/2023","7,568.30","7,784.33","7,785.62","7,568.30","2.58B","-2.61%"
"11/14/2023","7,671.05","7,601.37","7,689.12","7,520.02","2.79B","1.36%"
"11/15/2023","7,665.87","7,716.07","7,738.19","7,634.35","2.29B","-0.07%"
"11/16/2023","7,780.68","7,675.35","7,813.16","7,675.35","2.15B","1.50%"
"11/17/2023","7,853.36","7,786.74","7,863.99","7,773.74","2.13B","0.93%"
"11/20/2023","7,946.37","7,918.31","7,984.73","7,918.31","2.50B","1.18%"
"11/21/2023","8,046.62","7,993.89","8,046.62","7,945.35","2.78B","1.26%"
"11/22/2023","7,987.03","8,054.80","8,060.26","7,984.89","2.52B","-0.74%"
"11/23/2023","7,898.59","7,991.94","8,062.11","7,898.59","3.07B","-1.11%"
"11/24/2023","7,959.95","7,902.36","7,996.08","7,851.34","2.33B","0.78%"
"11/27/2023","8,107.19","8,028.79","8,129.13","8,023.38","3.28B","1.85%"
"11/28/2023","8,093.54","8,115.99","8,149.44","8,046.08","2.79B","-0.17%"
"11/29/2023","8,009.33","8,115.37","8,125.12","7,993.09","2.35B","-1.04%"
"11/30/2023","7,948.60","8,007.77","8,049.28","7,912.02","2.48B","-0.76%"
"12/01/2023","8,026.27","8,071.48","8,090.21","7,956.57","2.19B","0.98%"
"12/04/2023","8,087.24","8,050.77","8,108.23","7,962.26","2.38B","0.76%"
"12/05/2023","8,057.42","8,094.73","8,120.50","8,023.41","2.29B","-0.37%"
"12/06/2023","7,855.06","8,066.52","8,112.39","7,855.06","2.99B","-2.51%"
"12/07/2023","7,978.82","7,867.68","7,978.82","7,747.49","2.41B","1.58%"
"12/08/2023","7,913.76","7,988.63","7,992.30","7,888.45","2.12B","-0.82%"
"12/11/2023","7,728.44","7,920.28","7,924.71","7,723.18","2.33B","-2.34%"
"12/12/2023","7,748.85","7,727.37","7,790.81","7,661.60","2.38B","0.26%"
"12/13/2023","7,529.31","7,718.96","7,721.23","7,529.31","2.51B","-2.83%"
"12/14/2023","7,813.40","7,622.69","7,831.85","7,582.33","2.57B","3.77%"
"12/15/2023","7,993.85","7,821.97","7,998.42","7,812.50","2.70B","2.31%"
"12/18/2023","7,790.42","7,957.51","8,010.47","7,782.29","2.37B","-2.54%"
"12/19/2023","7,725.86","7,783.90","7,786.35","7,642.65","2.46B","-0.83%"
"12/20/2023","7,662.85","7,717.18","7,764.16","7,614.72","1.88B","-0.82%"
"12/21/2023","7,764.95","7,657.03","7,789.88","7,621.34","2.16B","1.33%"
"12/22/2023","7,557.56","7,769.78","7,794.95","7,553.85","1.87B","-2.67%"
"12/25/2023","7,264.87","7,526.56","7,526.56","7,208.14","1.33B","-3.87%"
"12/26/2023","7,299.33","7,303.30","7,405.05","7,202.88","1.94B","0.47%"
"12/27/2023","7,260.44","7,282.21","7,365.11","7,215.02","2.15B","-0.53%"
"12/28/2023","7,396.34","7,278.13","7,444.94","7,278.13","1.72B","1.87%"
"12/29/2023","7,470.18","7,415.27","7,510.36","7,415.27","2.66B","1.00%"
"01/02/2024","7,624.29","7,542.25","7,634.08","7,542.25","2.40B","2.06%"
"01/03/2024","7,412.04","7,624.59","7,624.59","7,411.81","2.17B","-2.78%"
"01/04/2024","7,547.84","7,421.86","7,547.84","7,386.99","2.39B","1.83%"
"01/05/2024","7,628.73","7,570.05","7,628.73","7,532.16","2.36B","1.07%"
"01/08/2024","7,818.89","7,667.85","7,824.61","7,667.85","2.87B","2.49%"
"01/09/2024","7,736.26","7,860.16","7,875.18","7,696.50","2.98B","-1.06%"
"01/10/2024","7,874.16","7,733.72","7,897.06","7,709.32","2.77B","1.78%"
"01/11/2024","7,895.96","7,905.35","7,950.05","7,860.24","2.46B","0.28%"
"01/12/2024","7,986.47","7,854.17","8,081.69","7,774.88","3.46B","1.15%"
"01/15/2024","8,044.02","7,996.66","8,094.58","7,979.00","2.35B","0.72%"
"01/16/2024","8,032.17","8,063.12","8,090.14","7,994.96","2.36B","-0.15%"
"01/17/2024","8,024.37","7,998.51","8,052.84","7,982.82","2.22B","-0.10%"
"01/18/2024","8,016.09","8,104.04","8,116.90","8,016.09","2.74B","-0.10%"
"01/19/2024","7,996.70","8,040.29","8,044.82","7,937.06","2.14B","-0.24%"
"01/22/2024","8,010.14","7,996.10","8,069.92","7,970.10","2.29B","0.17%"
"01/23/2024","7,950.06","8,101.23","8,145.85","7,915.48","2.68B","-0.75%"
"01/24/2024","8,090.90","7,982.71","8,149.53","7,939.44","2.54B","1.77%"
"01/25/2024","8,169.89","8,142.06","8,212.93","8,095.90","2.67B","0.98%"
"01/26/2024","8,346.28","8,191.37","8,347.58","8,180.25","3.42B","2.16%"
"01/29/2024","8,471.70","8,400.05","8,502.45","8,399.35","2.94B","1.50%"
"01/30/2024","8,474.30","8,512.55","8,516.63","8,438.88","2.78B","0.03%"
"01/31/2024","8,496.66","8,480.29","8,577.35","8,438.83","2.70B","0.26%"
"02/01/2024","8,646.12","8,514.47","8,682.35","8,514.47","2.95B","1.76%"
"02/02/2024","8,665.68","8,711.84","8,762.89","8,622.19","2.85B","0.23%"
"02/05/2024","8,776.70","8,716.57","8,784.21","8,694.94","2.58B","1.28%"
"02/06/2024","8,869.14","8,810.69","8,890.52","8,751.16","3.55B","1.05%"
"02/07/2024","8,843.01","8,912.11","8,939.72","8,843.01","3.31B","-0.29%"
"02/08/2024","8,949.79","8,862.37","8,990.37","8,862.37","2.77B","1.21%"
"02/09/2024","9,045.97","8,993.12","9,045.97","8,943.49","3.34B","1.07%"
"02/12/2024","9,174.58","9,134.22","9,175.82","9,088.65","3.65B","1.42%"
"02/13/2024","8,994.00","9,217.45","9,217.45","8,994.00","4.55B","-1.97%"
"02/14/2024","9,072.08","9,014.87","9,076.97","8,917.74","3.51B","0.87%"
"02/15/2024","9,242.15","9,113.55","9,282.89","9,112.63","3.76B","1.87%"
"02/16/2024","9,250.36","9,274.48","9,306.34","9,216.19","4.50B","0.09%"
"02/19/2024","9,196.41","9,322.05","9,404.11","9,173.27","4.22B","-0.58%"
"02/20/2024","9,344.97","9,238.59","9,351.48","9,200.28","3.36B","1.62%"
"02/21/2024","9,312.12","9,393.46","9,396.78","9,246.13","3.75B","-0.35%"
"02/22/2024","9,347.17","9,359.58","9,406.27","9,282.31","3.77B","0.38%"
"02/23/2024","9,374.20","9,361.76","9,416.70","9,294.01","3.43B","0.29%"
"02/26/2024","9,334.13","9,411.11","9,450.48","9,319.11","3.01B","-0.43%"
"02/27/2024","9,179.48","9,351.44","9,351.44","9,179.48","3.24B","-1.66%"
"02/28/2024","9,062.36","9,184.63","9,236.77","9,062.36","3.29B","-1.28%"
"02/29/2024","9,193.69","9,100.27","9,214.59","9,089.18","3.54B","1.45%"
"03/01/2024","9,097.15","9,218.30","9,226.98","9,090.79","2.68B","-1.05%"
"03/04/2024","8,907.65","9,139.11","9,149.90","8,907.65","2.86B","-2.08%"
"03/05/2024","8,860.52","8,913.41","8,970.75","8,814.80","3.42B","-0.53%"
"03/06/2024","8,744.58","8,856.29","8,908.59","8,736.45","2.88B","-1.31%"
"03/07/2024","9,054.18","8,797.54","9,054.18","8,797.54","2.65B","3.54%"
"03/08/2024","9,155.32","9,084.18","9,174.19","9,023.85","3.31B","1.12%"
"03/11/2024","9,131.82","9,337.19","9,368.51","9,131.82","2.86B","-0.26%"
"03/12/2024","9,069.03","9,147.51","9,192.68","8,986.11","2.68B","-0.69%"
"03/13/2024","8,910.23","9,089.55","9,091.85","8,910.23","2.51B","-1.75%"
"03/14/2024","8,883.52","8,941.46","8,972.52","8,848.61","2.09B","-0.30%"
"03/15/2024","8,828.70","8,901.86","8,908.01","8,795.90","1.79B","-0.62%"
"03/18/2024","8,718.11","8,844.50","8,862.93","8,718.11","1.98B","-1.25%"
"03/19/2024","8,929.88","8,702.35","8,934.25","8,695.39","2.41B","2.43%"
"03/20/2024","8,955.12","8,932.48","9,027.73","8,905.13","2.89B","0.28%"
"03/21/2024","9,140.70","9,035.94","9,192.50","9,020.21","3.76B","2.07%"
"03/22/2024","9,111.50","9,162.41","9,223.20","9,080.87","2.77B","-0.32%"
"03/25/2024","9,029.38","9,113.27","9,336.02","9,029.38","3.55B","-0.90%"
"03/26/2024","8,807.38","9,029.50","9,048.81","8,760.63","3.49B","-2.46%"
"03/27/2024","8,806.72","8,834.01","8,906.38","8,749.00","2.72B","-0.01%"
"03/28/2024","9,079.97","8,863.66","9,079.97","8,863.66","2.65B","3.10%"
"03/29/2024","9,142.40","9,125.29","9,154.31","9,055.66","2.74B","0.69%"
"04/01/2024","9,157.54","9,234.48","9,258.64","8,961.52","3.27B","0.17%"
"04/02/2024","9,040.87","9,186.00","9,266.01","8,993.46","3.23B","-1.27%"
"04/03/2024","8,945.80","8,983.32","9,018.58","8,903.17","2.76B","-1.05%"
"04/04/2024","9,129.02","8,949.12","9,168.73","8,938.97","3.30B","2.05%"
"04/05/2024","9,618.83","9,275.88","9,618.83","9,249.78","3.58B","5.37%"
"04/08/2024","9,756.69","9,639.23","9,766.57","9,627.40","2.96B","1.43%"
"04/09/2024","9,814.19","9,807.65","9,849.26","9,746.84","1.22B","0.59%"
"04/15/2024","9,679.80","9,759.28","9,823.53","9,679.80","3.15B","-1.37%"
"04/16/2024","9,548.09","9,645.01","9,650.42","9,513.24","2.72B","-1.36%"
"04/17/2024","9,530.47","9,617.18","9,716.94","9,503.64","2.71B","-0.18%"
"04/18/2024","9,524.59","9,564.85","9,601.56","9,475.75","2.10B","-0.06%"
"04/19/2024","9,693.46","9,431.16","9,714.77","9,420.90","3.22B","1.77%"
"04/22/2024","9,645.02","9,794.74","9,831.50","9,645.02","2.94B","-0.50%"
"04/24/2024","9,722.09","9,716.25","9,766.89","9,667.55","3.29B","0.80%"
"04/25/2024","9,716.77","9,753.97","9,826.85","9,664.45","3.01B","-0.05%"
"04/26/2024","9,915.62","9,763.37","9,956.11","9,751.47","3.45B","2.05%"
"04/29/2024","10,082.77","9,992.45","10,082.77","9,942.14","2.95B","1.69%"
"04/30/2024","10,045.74","10,081.68","10,132.88","10,036.81","2.84B","-0.37%"
"05/02/2024","10,208.65","10,097.39","10,208.79","10,097.39","3.30B","1.62%"
"05/03/2024","10,276.88","10,237.02","10,286.57","10,177.34","3.15B","0.67%"
"05/06/2024","10,267.09","10,282.33","10,325.68","10,202.03","2.82B","-0.10%"
"05/07/2024","10,336.50","10,282.75","10,375.74","10,144.74","3.42B","0.68%"
"05/08/2024","10,247.75","10,358.10","10,383.25","10,233.84","2.35B","-0.86%"
"05/09/2024","10,268.58","10,274.38","10,304.29","10,187.83","2.51B","0.20%"
"05/10/2024","10,218.58","10,276.76","10,364.60","10,218.58","3.05B","-0.49%"
"05/13/2024","10,055.98","10,251.22","10,288.70","10,055.98","2.56B","-1.59%"
"05/14/2024","10,173.42","10,098.61","10,273.14","10,036.41","2.82B","1.17%"
"05/15/2024","10,158.63","10,171.09","10,240.99","10,121.68","2.38B","-0.15%"
"05/16/2024","10,319.96","10,189.06","10,319.96","10,145.13","2.96B","1.59%"
"05/17/2024","10,643.58","10,369.87","10,652.28","10,356.99","3.25B","3.14%"
"05/20/2024","10,739.57","10,660.80","10,775.00","10,633.93","3.31B","0.90%"
"05/21/2024","10,895.25","10,767.34","11,088.01","10,751.98","5.63B","1.45%"
"05/22/2024","10,899.28","10,930.39","11,024.52","10,800.90","3.43B","0.04%"
"05/23/2024","10,792.53","10,869.55","10,972.73","10,785.60","2.93B","-0.98%"
"05/24/2024","10,676.65","10,784.20","10,810.66","10,661.35","2.23B","-1.07%"
"05/27/2024","10,656.96","10,701.24","10,758.92","10,584.59","2.66B","-0.18%"
"05/28/2024","10,677.49","10,678.75","10,721.22","10,589.67","2.87B","0.19%"
"05/29/2024","10,479.16","10,688.63","10,714.67","10,464.88","2.51B","-1.86%"
"05/30/2024","10,481.30","10,501.15","10,550.14","10,413.77","2.28B","0.02%"
"05/31/2024","10,400.48","10,519.11","10,724.90","10,358.55","3.24B","-0.77%"
"06/03/2024","10,556.80","10,443.16","10,564.87","10,334.77","2.82B","1.50%"
